,times,upward_incident_reserve,downward_incident_reserve,To regulate up,To regulate down,Incentive component,Consume,Feed,Regulation state
0,2023-12-31 23:15:00,0.0,0.0,83.22,-46.72,0,83.22,-46.72,2
1,2023-12-31 23:30:00,0.0,0.0,76.91,0.0,0,76.91,76.91,1
2,2023-12-31 23:45:00,0.0,0.0,66.91,0.0,0,66.91,66.91,1
3,2024-01-01 00:00:00,0.0,0.0,66.91,0.0,0,66.91,66.91,1
4,2024-01-01 00:15:00,0.0,0.0,81.13,0.0,0,81.13,81.13,1
5,2024-01-01 00:30:00,0.0,0.0,76.91,-17.8,0,76.91,-17.8,2
6,2024-01-01 00:45:00,0.0,0.0,82.79,-8.81,0,82.79,-8.81,2
7,2024-01-01 01:00:00,0.0,0.0,73.68,-26.1,0,73.68,-26.1,2
8,2024-01-01 01:15:00,0.0,0.0,94.13,-31.85,0,94.13,-31.85,2
9,2024-01-01 01:30:00,0.0,0.0,73.66,-8.81,0,73.66,73.66,1
10,2024-01-01 01:45:00,0.0,0.0,0.0,-8.81,0,-8.81,-8.81,-1
11,2024-01-01 02:00:00,0.0,0.0,87.47,-28.42,0,87.47,-28.42,2
12,2024-01-01 02:15:00,0.0,0.0,78.11,0.0,0,78.11,78.11,1
13,2024-01-01 02:30:00,0.0,0.0,64.9,0.0,0,64.9,64.9,1
14,2024-01-01 02:45:00,0.0,0.0,0.0,-17.8,0,-17.8,-17.8,-1
15,2024-01-01 03:00:00,0.0,0.0,85.2,-45.33,0,85.2,-45.33,2
16,2024-01-01 03:15:00,0.0,0.0,104.51,-37.54,0,104.51,-37.54,2
17,2024-01-01 03:30:00,0.0,0.0,0.0,0.0,0,28.05,28.05,0
18,2024-01-01 03:45:00,0.0,0.0,79.05,-8.81,0,79.05,-8.81,2
19,2024-01-01 04:00:00,0.0,0.0,79.05,-8.81,0,-8.81,-8.81,-1
20,2024-01-01 04:15:00,0.0,0.0,0.0,0.0,0,28.05,28.05,0
21,2024-01-01 04:30:00,0.0,0.0,0.0,-27.32,0,-27.32,-27.32,-1
22,2024-01-01 04:45:00,0.0,0.0,0.0,-30.3,0,-30.3,-30.3,-1
23,2024-01-01 05:00:00,0.0,0.0,0.0,-28.42,0,-28.42,-28.42,-1
24,2024-01-01 05:15:00,0.0,0.0,70.31,-73.38,0,70.31,-73.38,2
25,2024-01-01 05:30:00,0.0,0.0,0.0,0.0,0,27.07,27.07,0
26,2024-01-01 05:45:00,0.0,0.0,77.11,0.0,0,77.11,77.11,1
27,2024-01-01 06:00:00,0.0,0.0,73.66,0.0,0,73.66,73.66,1
28,2024-01-01 06:15:00,0.0,0.0,86.13,0.0,0,86.13,86.13,1
29,2024-01-01 06:30:00,0.0,0.0,62.99,-77.88,0,62.99,-77.88,2
30,2024-01-01 06:45:00,0.0,0.0,0.0,-29.99,0,-29.99,-29.99,-1
31,2024-01-01 07:00:00,0.0,0.0,64.32,0.0,0,64.32,64.32,1
32,2024-01-01 07:15:00,0.0,0.0,64.91,-83.43,0,64.91,-83.43,2
33,2024-01-01 07:30:00,0.0,0.0,0.0,-55.88,0,-55.88,-55.88,-1
34,2024-01-01 07:45:00,0.0,0.0,0.0,-60.7,0,-60.7,-60.7,-1
35,2024-01-01 08:00:00,0.0,0.0,0.0,-166.18,0,-166.18,-166.18,-1
36,2024-01-01 08:15:00,0.0,0.0,0.0,-45.56,0,-45.56,-45.56,-1
