,times,upward_incident_reserve,downward_incident_reserve,To regulate up,To regulate down,Incentive component,Consume,Feed,Regulation state
0,2019-12-31 23:15:00,0.0,0.0,53.18,16.03,0,16.03,16.03,-1
1,2019-12-31 23:30:00,0.0,0.0,0.0,30.03,0,30.03,30.03,-1
2,2019-12-31 23:45:00,0.0,0.0,31.09,0.0,0,31.09,31.09,1
3,2020-01-01 00:00:00,0.0,0.0,0.0,28.48,0,28.48,28.48,-1
4,2020-01-01 00:15:00,0.0,0.0,38.6,22.3,0,38.6,22.3,2
5,2020-01-01 00:30:00,0.0,0.0,32.93,0.0,0,32.93,32.93,1
6,2020-01-01 00:45:00,0.0,0.0,30.3,0.0,0,30.3,30.3,1
7,2020-01-01 01:00:00,0.0,0.0,32.93,0.0,0,32.93,32.93,1
8,2020-01-01 01:15:00,0.0,0.0,31.25,0.0,0,31.25,31.25,1
9,2020-01-01 01:30:00,0.0,0.0,32.75,0.0,0,32.75,32.75,1
10,2020-01-01 01:45:00,0.0,0.0,28.92,0.0,0,28.92,28.92,1
11,2020-01-01 02:00:00,0.0,0.0,0.0,0.0,0,28.99,28.99,0
12,2020-01-01 02:15:00,0.0,0.0,54.33,0.0,0,54.33,54.33,1
13,2020-01-01 02:30:00,0.0,0.0,85.02,0.0,0,85.02,85.02,1
14,2020-01-01 02:45:00,0.0,0.0,28.75,0.0,0,28.75,28.75,1
15,2020-01-01 03:00:00,0.0,0.0,28.75,0.0,0,28.75,28.75,1
16,2020-01-01 03:15:00,0.0,0.0,32.57,0.0,0,32.57,32.57,1
17,2020-01-01 03:30:00,0.0,0.0,30.3,0.0,0,30.3,30.3,1
18,2020-01-01 03:45:00,0.0,0.0,0.0,0.0,0,14.53,14.53,0
19,2020-01-01 04:00:00,0.0,0.0,0.0,0.0,0,14.53,14.53,0
20,2020-01-01 04:15:00,0.0,0.0,0.0,0.0,0,28.91,28.91,0
21,2020-01-01 04:30:00,0.0,0.0,0.0,0.0,0,28.91,28.91,0
22,2020-01-01 04:45:00,0.0,0.0,31.0,0.0,0,31.0,31.0,1
23,2020-01-01 05:00:00,0.0,0.0,31.0,0.0,0,31.0,31.0,1
24,2020-01-01 05:15:00,0.0,0.0,0.0,0.0,0,28.91,28.91,0
25,2020-01-01 05:30:00,0.0,0.0,0.0,0.0,0,28.91,28.91,0
26,2020-01-01 05:45:00,0.0,0.0,29.77,0.0,0,29.77,29.77,1
27,2020-01-01 06:00:00,0.0,0.0,29.5,0.0,0,29.5,29.5,1
28,2020-01-01 06:15:00,0.0,0.0,29.5,0.0,0,29.5,29.5,1
29,2020-01-01 06:30:00,0.0,0.0,29.5,0.0,0,29.5,29.5,1
30,2020-01-01 06:45:00,0.0,0.0,29.5,0.0,0,29.5,29.5,1
31,2020-01-01 07:00:00,0.0,0.0,29.77,0.0,0,29.77,29.77,1
32,2020-01-01 07:15:00,0.0,0.0,0.0,0.0,0,0.0,0.0,1
33,2020-01-01 07:30:00,0.0,0.0,0.0,0.0,0,14.53,14.53,0
34,2020-01-01 07:45:00,0.0,0.0,0.0,0.0,0,14.53,14.53,0
35,2020-01-01 08:00:00,0.0,0.0,0.0,0.0,0,14.53,14.53,0
36,2020-01-01 08:15:00,0.0,0.0,0.0,20.52,0,20.52,20.52,-1
37,2020-01-01 08:30:00,0.0,0.0,0.0,25.77,0,25.77,25.77,-1
38,2020-01-01 08:45:00,0.0,0.0,0.0,0.0,0,14.53,14.53,0
39,2020-01-01 09:00:00,0.0,0.0,0.0,0.0,0,14.53,14.53,0
40,2020-01-01 09:15:00,0.0,0.0,0.0,0.0,0,14.53,14.53,0
41,2020-01-01 09:30:00,0.0,0.0,0.0,0.0,0,14.53,14.53,0
