,times,upward_incident_reserve,downward_incident_reserve,To regulate up,To regulate down,Incentive component,Consume,Feed,Regulation state
0,2018-12-31 23:15:00,0.0,0.0,58.01,34.85,0,58.01,34.85,2
1,2018-12-31 23:30:00,0.0,0.0,0.0,38.85,0,38.85,38.85,-1
2,2018-12-31 23:45:00,0.0,0.0,0.0,42.85,0,42.85,42.85,-1
3,2019-01-01 00:00:00,0.0,0.0,0.0,39.03,0,39.03,39.03,-1
4,2019-01-01 00:15:00,0.0,0.0,0.0,42.85,0,42.85,42.85,-1
5,2019-01-01 00:30:00,0.0,0.0,0.0,38.85,0,38.85,38.85,-1
6,2019-01-01 00:45:00,0.0,0.0,0.0,38.85,0,38.85,38.85,-1
7,2019-01-01 01:00:00,0.0,0.0,0.0,25.39,0,25.39,25.39,-1
8,2019-01-01 01:15:00,0.0,0.0,58.61,25.39,0,58.61,58.61,1
9,2019-01-01 01:30:00,0.0,0.0,58.61,45.56,0,45.56,45.56,-1
10,2019-01-01 01:45:00,0.0,0.0,0.0,34.85,0,34.85,34.85,-1
11,2019-01-01 02:00:00,0.0,0.0,0.0,30.95,0,30.95,30.95,-1
12,2019-01-01 02:15:00,0.0,0.0,43.31,17.58,0,43.31,43.31,1
13,2019-01-01 02:30:00,0.0,0.0,43.32,17.58,0,43.32,43.32,1
14,2019-01-01 02:45:00,0.0,0.0,0.0,34.85,0,34.85,34.85,-1
15,2019-01-01 03:00:00,0.0,0.0,0.0,38.85,0,38.85,38.85,-1
16,2019-01-01 03:15:00,0.0,0.0,0.0,37.27,0,37.27,37.27,-1
17,2019-01-01 03:30:00,0.0,0.0,0.0,38.77,0,38.77,38.77,-1
18,2019-01-01 03:45:00,0.0,0.0,0.0,24.03,0,24.03,24.03,-1
19,2019-01-01 04:00:00,0.0,0.0,0.0,22.2,0,22.2,22.2,-1
20,2019-01-01 04:15:00,0.0,0.0,0.0,39.03,0,39.03,39.03,-1
21,2019-01-01 04:30:00,0.0,0.0,0.0,17.03,0,17.03,17.03,-1
22,2019-01-01 04:45:00,0.0,0.0,0.0,30.25,0,30.25,30.25,-1
23,2019-01-01 05:00:00,0.0,0.0,0.0,19.85,0,19.85,19.85,-1
24,2019-01-01 05:15:00,0.0,0.0,0.0,44.3,0,44.3,44.3,-1
25,2019-01-01 05:30:00,0.0,0.0,0.0,32.97,0,32.97,32.97,-1
26,2019-01-01 05:45:00,0.0,0.0,0.0,37.03,0,37.03,37.03,-1
27,2019-01-01 06:00:00,0.0,0.0,0.0,35.32,0,35.32,35.32,-1
28,2019-01-01 06:15:00,0.0,0.0,0.0,36.97,0,36.97,36.97,-1
29,2019-01-01 06:30:00,0.0,0.0,0.0,27.03,0,27.03,27.03,-1
30,2019-01-01 06:45:00,0.0,0.0,0.0,30.08,0,30.08,30.08,-1
31,2019-01-01 07:00:00,0.0,0.0,0.0,36.26,0,36.26,36.26,-1
32,2019-01-01 07:15:00,0.0,0.0,0.0,-68.55,0,-68.55,-68.55,-1
33,2019-01-01 07:30:00,0.0,0.0,0.0,15.33,0,15.33,15.33,-1
34,2019-01-01 07:45:00,0.0,0.0,0.0,21.6,0,21.6,21.6,-1
35,2019-01-01 08:00:00,0.0,0.0,0.0,15.77,0,15.77,15.77,-1
36,2019-01-01 08:15:00,0.0,0.0,48.98,15.77,0,48.98,48.98,1
37,2019-01-01 08:30:00,0.0,0.0,0.0,0.0,0,46.51,46.51,0
38,2019-01-01 08:45:00,0.0,0.0,57.06,0.0,0,57.06,57.06,1
39,2019-01-01 09:00:00,0.0,0.0,157.02,0.0,0,157.02,157.02,1
40,2019-01-01 09:15:00,0.0,0.0,167.6,0.0,0,167.6,167.6,1
41,2019-01-01 09:30:00,0.0,0.0,363.63,0.0,0,363.63,363.63,1
42,2019-01-01 09:45:00,0.0,0.0,93.22,0.0,0,93.22,93.22,1
43,2019-01-01 10:00:00,0.0,0.0,167.6,0.0,0,167.6,167.6,1
44,2019-01-01 10:15:00,0.0,0.0,119.17,0.0,0,119.17,119.17,1
45,2019-01-01 10:30:00,0.0,0.0,262.62,0.0,0,262.62,262.62,1
46,2019-01-01 10:45:00,0.0,0.0,262.62,0.0,0,262.62,262.62,1
47,2019-01-01 11:00:00,0.0,0.0,110.02,0.0,0,110.02,110.02,1
48,2019-01-01 11:15:00,0.0,0.0,123.17,0.0,0,123.17,123.17,1
49,2019-01-01 11:30:00,0.0,0.0,62.86,0.0,0,62.86,62.86,1
50,2019-01-01 11:45:00,0.0,0.0,78.27,0.0,0,78.27,78.27,1
51,2019-01-01 12:00:00,0.0,0.0,57.06,0.0,0,57.06,57.06,1
52,2019-01-01 12:15:00,0.0,0.0,57.06,17.97,0,17.97,17.97,-1
53,2019-01-01 12:30:00,0.0,0.0,44.97,40.97,0,47.38,40.97,2
54,2019-01-01 12:45:00,0.0,0.0,0.0,40.03,0,40.03,40.03,-1
55,2019-01-01 13:00:00,0.0,0.0,0.0,41.3,0,41.3,41.3,-1
56,2019-01-01 13:15:00,0.0,0.0,0.0,40.97,0,40.97,40.97,-1
57,2019-01-01 13:30:00,0.0,0.0,0.0,40.97,0,40.97,40.97,-1
58,2019-01-01 13:45:00,0.0,0.0,44.97,40.97,0,46.53,40.97,2
59,2019-01-01 14:00:00,0.0,0.0,0.0,40.03,0,40.03,40.03,-1
60,2019-01-01 14:15:00,0.0,0.0,62.48,48.66,0,62.48,46.53,2
61,2019-01-01 14:30:00,0.0,0.0,62.48,40.97,0,40.97,40.97,-1
62,2019-01-01 14:45:00,0.0,0.0,0.0,44.61,0,44.61,44.61,-1
63,2019-01-01 15:00:00,0.0,0.0,0.0,40.67,0,40.67,40.67,-1
64,2019-01-01 15:15:00,0.0,0.0,0.0,-44.72,0,-44.72,-44.72,-1
65,2019-01-01 15:30:00,0.0,0.0,0.0,12.73,0,12.73,12.73,-1
66,2019-01-01 15:45:00,0.0,0.0,0.0,32.27,0,32.27,32.27,-1
67,2019-01-01 16:00:00,0.0,0.0,0.0,40.81,0,40.81,40.81,-1
68,2019-01-01 16:15:00,0.0,0.0,0.0,-82.31,0,-82.31,-82.31,-1
69,2019-01-01 16:30:00,0.0,0.0,49.61,44.83,0,49.61,44.83,2
70,2019-01-01 16:45:00,0.0,0.0,46.35,49.38,0,47.02,47.02,2
71,2019-01-01 17:00:00,0.0,0.0,0.0,40.97,0,40.97,40.97,-1
72,2019-01-01 17:15:00,0.0,0.0,0.0,46.29,0,46.29,46.29,-1
73,2019-01-01 17:30:00,0.0,0.0,0.0,40.97,0,40.97,40.97,-1
74,2019-01-01 17:45:00,0.0,0.0,0.0,36.97,0,36.97,36.97,-1
75,2019-01-01 18:00:00,0.0,0.0,44.97,40.03,0,44.97,44.97,1
76,2019-01-01 18:15:00,0.0,0.0,51.83,40.03,0,51.83,51.83,1
77,2019-01-01 18:30:00,0.0,0.0,47.71,0.0,0,47.71,47.71,1
78,2019-01-01 18:45:00,0.0,0.0,51.28,49.58,0,51.28,46.45,2
79,2019-01-01 19:00:00,0.0,0.0,51.28,14.3,0,14.3,14.3,-1
80,2019-01-01 19:15:00,0.0,0.0,156.02,40.78,0,156.02,40.78,2
81,2019-01-01 19:30:00,0.0,0.0,57.06,43.94,0,43.94,43.94,-1
82,2019-01-01 19:45:00,0.0,0.0,57.06,36.97,0,36.97,36.97,-1
83,2019-01-01 20:00:00,0.0,0.0,45.82,40.97,0,46.59,40.97,2
84,2019-01-01 20:15:00,0.0,0.0,0.0,15.22,0,15.22,15.22,-1
85,2019-01-01 20:30:00,0.0,0.0,0.0,18.18,0,18.18,18.18,-1
86,2019-01-01 20:45:00,0.0,0.0,0.0,19.07,0,19.07,19.07,-1
87,2019-01-01 21:00:00,0.0,0.0,0.0,38.66,0,38.66,38.66,-1
88,2019-01-01 21:15:00,0.0,0.0,45.59,36.97,0,46.52,36.97,2
89,2019-01-01 21:30:00,0.0,0.0,46.17,43.86,0,46.53,43.86,2
90,2019-01-01 21:45:00,0.0,0.0,0.0,10.14,0,10.14,10.14,-1
