,times,upward_incident_reserve,downward_incident_reserve,To regulate up,To regulate down,Incentive component,Consume,Feed,Regulation state
0,2022-12-31 23:15:00,0.0,0.0,0.0,-209.4,0,-209.4,-209.4,-1
1,2022-12-31 23:30:00,0.0,0.0,0.0,-23.3,0,-23.3,-23.3,-1
2,2022-12-31 23:45:00,0.0,0.0,0.0,-25.62,0,-25.62,-25.62,-1
3,2023-01-01 00:00:00,0.0,0.0,0.0,-40.62,0,-40.62,-40.62,-1
4,2023-01-01 00:15:00,0.0,0.0,32.78,-40.62,0,32.78,32.78,1
5,2023-01-01 00:30:00,0.0,0.0,35.06,0.0,0,35.06,35.06,1
6,2023-01-01 00:45:00,0.0,0.0,30.0,0.0,0,30.0,30.0,1
7,2023-01-01 01:00:00,0.0,0.0,30.0,0.0,0,30.0,30.0,1
8,2023-01-01 01:15:00,0.0,0.0,30.0,0.0,0,30.0,30.0,1
9,2023-01-01 01:30:00,0.0,0.0,30.0,0.0,0,30.0,30.0,1
10,2023-01-01 01:45:00,0.0,0.0,30.0,0.0,0,30.0,30.0,1
11,2023-01-01 02:00:00,0.0,0.0,0.0,-10.46,0,-10.46,-10.46,-1
12,2023-01-01 02:15:00,0.0,0.0,0.0,-23.07,0,-23.07,-23.07,-1
13,2023-01-01 02:30:00,0.0,0.0,0.0,-14.19,0,-14.19,-14.19,-1
14,2023-01-01 02:45:00,0.0,0.0,0.0,-27.69,0,-27.69,-27.69,-1
15,2023-01-01 03:00:00,0.0,0.0,0.0,-20.19,0,-20.19,-20.19,-1
16,2023-01-01 03:15:00,0.0,0.0,0.0,-21.47,0,-21.47,-21.47,-1
17,2023-01-01 03:30:00,0.0,0.0,0.0,-22.27,0,-22.27,-22.27,-1
18,2023-01-01 03:45:00,0.0,0.0,0.0,-21.18,0,-21.18,-21.18,-1
19,2023-01-01 04:00:00,0.0,0.0,0.0,-31.62,0,-31.62,-31.62,-1
20,2023-01-01 04:15:00,0.0,0.0,0.0,-44.67,0,-44.67,-44.67,-1
21,2023-01-01 04:30:00,0.0,0.0,0.0,-30.93,0,-30.93,-30.93,-1
22,2023-01-01 04:45:00,0.0,0.0,0.0,-20.66,0,-20.66,-20.66,-1
23,2023-01-01 05:00:00,0.0,0.0,0.0,-20.64,0,-20.64,-20.64,-1
24,2023-01-01 05:15:00,0.0,0.0,0.0,-36.91,0,-36.91,-36.91,-1
25,2023-01-01 05:30:00,0.0,0.0,0.0,-14.85,0,-14.85,-14.85,-1
26,2023-01-01 05:45:00,0.0,0.0,0.0,-10.62,0,-10.62,-10.62,-1
27,2023-01-01 06:00:00,0.0,0.0,0.0,-357.5,0,-357.5,-357.5,-1
28,2023-01-01 06:15:00,0.0,0.0,0.0,-301.67,0,-301.67,-301.67,-1
29,2023-01-01 06:30:00,0.0,0.0,0.0,-147.94,0,-147.94,-147.94,-1
30,2023-01-01 06:45:00,0.0,0.0,0.0,-59.18,0,-59.18,-59.18,-1
