"datum","PTE","periode_van","periode_tm","indicatie noodvermogen op","indicatie noodvermogen af","opregelen","Afregelen","prikkelcomponent","Afnemen","invoeden","regeltoestand"
"24-03-2023","52","12:45","13:00","","","81,95","","0","81,95","81,95","1"
"24-03-2023","53","13:00","13:15","","","94,05","","0","94,05","94,05","1"
"24-03-2023","54","13:15","13:30","","","119,55","","0","119,55","119,55","1"
"24-03-2023","55","13:30","13:45","","","88,84","","0","88,84","88,84","1"
"24-03-2023","56","13:45","14:00","","","82,37","-13,64","0","82,37","-13,64","2"
"24-03-2023","57","14:00","14:15","","","","-57,83","0","-57,83","-57,83","-1"
"24-03-2023","58","14:15","14:30","","","75,32","-34,3","0","75,32","-34,3","2"
"24-03-2023","59","14:30","14:45","","","","-13,64","0","-13,64","-13,64","-1"
"24-03-2023","60","14:45","15:00","","","","-24,14","0","-24,14","-24,14","-1"
"24-03-2023","61","15:00","15:15","","","","-24,14","0","-24,14","-24,14","-1"
"24-03-2023","62","15:15","15:30","","","","","0","34,14","34,14","0"
"24-03-2023","63","15:30","15:45","","","","-24,14","0","-24,14","-24,14","-1"
"24-03-2023","64","15:45","16:00","","","","-40,59","0","-40,59","-40,59","-1"
"24-03-2023","65","16:00","16:15","","","","-147,67","0","-147,67","-147,67","-1"
"24-03-2023","66","16:15","16:30","","","","-40,64","0","-40,64","-40,64","-1"
"24-03-2023","67","16:30","16:45","","","","-31,59","0","-31,59","-31,59","-1"
"24-03-2023","68","16:45","17:00","","","","-17,89","0","-17,89","-17,89","-1"
"24-03-2023","69","17:00","17:15","","","","-18,96","0","-18,96","-18,96","-1"
"24-03-2023","70","17:15","17:30","","","","-24,09","0","-24,09","-24,09","-1"
"24-03-2023","71","17:30","17:45","","","106,62","","0","106,62","106,62","1"
"24-03-2023","72","17:45","18:00","","","114,87","","0","114,87","114,87","1"
"24-03-2023","73","18:00","18:15","","","","53,61","0","53,61","53,61","-1"
"24-03-2023","74","18:15","18:30","","","","-17,89","0","-17,89","-17,89","-1"
"24-03-2023","75","18:30","18:45","","","","-13,39","0","-13,39","-13,39","-1"
"24-03-2023","76","18:45","19:00","","","","76,62","0","76,62","76,62","-1"
"24-03-2023","77","19:00","19:15","","","","137,46","0","137,46","137,46","-1"
"24-03-2023","78","19:15","19:30","","","111,82","","0","111,82","111,82","1"
"24-03-2023","79","19:30","19:45","","","","","0","87,07","87,07","0"
"24-03-2023","80","19:45","20:00","","","","","0","86,79","86,79","0"
"24-03-2023","81","20:00","20:15","","","78,9","","0","78,9","78,9","1"
"24-03-2023","82","20:15","20:30","","","","","0","81,27","81,27","0"
"24-03-2023","83","20:30","20:45","","","","","0","81,26","81,26","0"
"24-03-2023","84","20:45","21:00","","","","-14,11","0","-14,11","-14,11","-1"
"24-03-2023","85","21:00","21:15","","","112,62","-14,11","0","112,62","112,62","1"
"24-03-2023","86","21:15","21:30","","","112,62","-14,32","0","-14,32","-14,32","-1"
"24-03-2023","87","21:30","21:45","","","","-14,32","0","-14,32","-14,32","-1"
"24-03-2023","88","21:45","22:00","","","","-14,32","0","-14,32","-14,32","-1"
"24-03-2023","89","22:00","22:15","","","121,62","-29,32","0","121,62","-29,32","2"
"24-03-2023","90","22:15","22:30","","","106,62","-19,32","0","-19,32","-19,32","-1"
"24-03-2023","91","22:30","22:45","","","98,69","-17,44","0","98,69","-17,44","2"
"24-03-2023","92","22:45","23:00","","","","-18,61","0","-18,61","-18,61","-1"
"24-03-2023","93","23:00","23:15","","","114,69","-9,11","0","114,69","-9,11","2"
"24-03-2023","94","23:15","23:30","","","114,69","-14,28","0","-14,28","-14,28","-1"
"24-03-2023","95","23:30","23:45","","","","-14,11","0","-14,11","-14,11","-1"
"24-03-2023","96","23:45","00:00","","","","-35,33","0","-35,33","-35,33","-1"
"25-03-2023","1","00:00","00:15","","","","-20,47","0","-20,47","-20,47","-1"
"25-03-2023","2","00:15","00:30","","","","","0","-7,07","-7,07","0"
"25-03-2023","3","00:30","00:45","","","","","0","-4,34","-4,34","0"
"25-03-2023","4","00:45","01:00","","","","-11,07","0","-11,07","-11,07","-1"
"25-03-2023","5","01:00","01:15","","","0,51","","0","0,51","0,51","1"
"25-03-2023","6","01:15","01:30","","","70,14","","0","70,14","70,14","1"
"25-03-2023","7","01:30","01:45","","","","","0","-7,07","-7,07","0"
"25-03-2023","8","01:45","02:00","","","","","0","-7","-7","0"
"25-03-2023","9","02:00","02:15","","","","","0","-4,44","-4,44","0"
"25-03-2023","10","02:15","02:30","","","","","0","-4,43","-4,43","0"
"25-03-2023","11","02:30","02:45","","","","-9,38","0","-9,38","-9,38","-1"
"25-03-2023","12","02:45","03:00","","","","-12,27","0","-12,27","-12,27","-1"
"25-03-2023","13","03:00","03:15","","","","-9,36","0","-9,36","-9,36","-1"
"25-03-2023","14","03:15","03:30","","","","","0","-4,42","-4,42","0"
"25-03-2023","15","03:30","03:45","","","139,65","","0","139,65","139,65","1"
"25-03-2023","16","03:45","04:00","","","79,84","","0","79,84","79,84","1"
"25-03-2023","17","04:00","04:15","","","75,38","","0","75,38","75,38","1"
"25-03-2023","18","04:15","04:30","","","0,51","","0","0,51","0,51","1"
"25-03-2023","19","04:30","04:45","","","","","0","-4,34","-4,34","0"
"25-03-2023","20","04:45","05:00","","","","","0","-4,34","-4,34","0"
"25-03-2023","21","05:00","05:15","","","","","0","-4,34","-4,34","0"
"25-03-2023","22","05:15","05:30","","","","","0","-4,34","-4,34","0"
"25-03-2023","23","05:30","05:45","","","86,86","","0","86,86","86,86","1"
"25-03-2023","24","05:45","06:00","","","86,86","","0","86,86","86,86","1"
"25-03-2023","25","06:00","06:15","","","","-9,19","0","-9,19","-9,19","-1"
"25-03-2023","26","06:15","06:30","","","","-11,07","0","-11,07","-11,07","-1"
"25-03-2023","27","06:30","06:45","","","","-11,07","0","-11,07","-11,07","-1"
"25-03-2023","28","06:45","07:00","","","","-11,07","0","-11,07","-11,07","-1"
"25-03-2023","29","07:00","07:15","","","","-14,83","0","-14,83","-14,83","-1"
"25-03-2023","30","07:15","07:30","","","","","0","-4,34","-4,34","0"
"25-03-2023","31","07:30","07:45","","","","","0","-4,48","-4,48","0"
"25-03-2023","32","07:45","08:00","","","","","0","-4,47","-4,47","0"
"25-03-2023","33","08:00","08:15","","","","","0","-4,44","-4,44","0"
"25-03-2023","34","08:15","08:30","","","","","0","-4,34","-4,34","0"
"25-03-2023","35","08:30","08:45","","","","","0","-7,04","-7,04","0"
"25-03-2023","36","08:45","09:00","","","","","0","-6,98","-6,98","0"
"25-03-2023","37","09:00","09:15","","","79,61","","0","79,61","79,61","1"
"25-03-2023","38","09:15","09:30","","","","","0","-3,46","-3,46","0"
"25-03-2023","39","09:30","09:45","","","","","0","-6,94","-6,94","0"
"25-03-2023","40","09:45","10:00","","","","-14,27","0","-14,27","-14,27","-1"
"25-03-2023","41","10:00","10:15","","","80,33","","0","80,33","80,33","1"
"25-03-2023","42","10:15","10:30","","","","-27,34","0","-27,34","-27,34","-1"
"25-03-2023","43","10:30","10:45","","","","-119,15","0","-119,15","-119,15","-1"
"25-03-2023","44","10:45","11:00","","","","-92,11","0","-92,11","-92,11","-1"
"25-03-2023","45","11:00","11:15","","","99,08","-27,79","0","99,08","-27,79","2"
"25-03-2023","46","11:15","11:30","","","","-20,26","0","-20,26","-20,26","-1"
"25-03-2023","47","11:30","11:45","","","","-20,19","0","-20,19","-20,19","-1"
"25-03-2023","48","11:45","12:00","","","","-21,48","0","-21,48","-21,48","-1"
"25-03-2023","49","12:00","12:15","","","","-32,12","0","-32,12","-32,12","-1"
"25-03-2023","50","12:15","12:30","","","","-32,88","0","-32,88","-32,88","-1"
"25-03-2023","51","12:30","12:45","","","","-60,48","0","-60,48","-60,48","-1"
"25-03-2023","52","12:45","13:00","","","","-33,34","0","-33,34","-33,34","-1"
"25-03-2023","53","13:00","13:15","","","","-52,16","0","-52,16","-52,16","-1"
"25-03-2023","54","13:15","13:30","","","","-20,8","0","-20,8","-20,8","-1"
"25-03-2023","55","13:30","13:45","","","","-52,16","0","-52,16","-52,16","-1"
"25-03-2023","56","13:45","14:00","","","","-33,34","0","-33,34","-33,34","-1"
"25-03-2023","57","14:00","14:15","","","","","0","12,17","12,17","0"
"25-03-2023","58","14:15","14:30","","","79,4","","0","79,4","79,4","1"
"25-03-2023","59","14:30","14:45","","","79,4","-7,66","0","-7,66","-7,66","-1"
"25-03-2023","60","14:45","15:00","","","","-7,46","0","-7,46","-7,46","-1"
"25-03-2023","61","15:00","15:15","","","","","0","-0,91","-0,91","0"
"25-03-2023","62","15:15","15:30","","","","","0","-0,92","-0,92","0"
"25-03-2023","63","15:30","15:45","","","94,91","","0","94,91","94,91","1"
"25-03-2023","64","15:45","16:00","","","173,3","","0","173,3","173,3","1"
"25-03-2023","65","16:00","16:15","","","79,41","-21,4","0","79,41","-21,4","2"
"25-03-2023","66","16:15","16:30","","","76,29","-17,6","0","76,29","-17,6","2"
"25-03-2023","67","16:30","16:45","","","102,95","-2,16","0","102,95","-2,16","2"
"25-03-2023","68","16:45","17:00","","","142,85","","0","142,85","142,85","1"
"25-03-2023","69","17:00","17:15","","","144,6","-76,92","0","144,6","-76,92","2"
"25-03-2023","70","17:15","17:30","","","","-48,7","0","-48,7","-48,7","-1"
"25-03-2023","71","17:30","17:45","","","","","0","-4,22","-4,22","0"
"25-03-2023","72","17:45","18:00","","","107,85","","0","107,85","107,85","1"
"25-03-2023","73","18:00","18:15","","","","-14,78","0","-14,78","-14,78","-1"
"25-03-2023","74","18:15","18:30","","","242,57","-28","0","242,57","-28","2"
"25-03-2023","75","18:30","18:45","","","102,57","-14,78","0","102,57","-14,78","2"
"25-03-2023","76","18:45","19:00","","","","-8,94","0","-8,94","-8,94","-1"
"25-03-2023","77","19:00","19:15","","","","-122,73","0","-122,73","-122,73","-1"
"25-03-2023","78","19:15","19:30","","","146,24","-58,76","0","146,24","-58,76","2"
"25-03-2023","79","19:30","19:45","","","150,51","-28","0","150,51","-28","2"
"25-03-2023","80","19:45","20:00","","","169,82","","0","169,82","169,82","1"
"25-03-2023","81","20:00","20:15","","","169,71","","0","169,71","169,71","1"
"25-03-2023","82","20:15","20:30","","","146,24","","0","146,24","146,24","1"
"25-03-2023","83","20:30","20:45","","","121,24","","0","121,24","121,24","1"
"25-03-2023","84","20:45","21:00","","","126,24","","0","126,24","126,24","1"
"25-03-2023","85","21:00","21:15","","","940,51","","0","940,51","940,51","1"
"25-03-2023","86","21:15","21:30","*","","1034,56","","0","1034,56","1034,56","1"
"25-03-2023","87","21:30","21:45","*","","1034,56","","0","1034,56","1034,56","1"
"25-03-2023","88","21:45","22:00","*","","443,3","","0","443,3","443,3","1"
"25-03-2023","89","22:00","22:15","","","","","0","33,03","33,03","0"
"25-03-2023","90","22:15","22:30","","","","","0","33,01","33,01","0"
"25-03-2023","91","22:30","22:45","","","133,2","","0","133,2","133,2","1"
"25-03-2023","92","22:45","23:00","","","","31,3","0","31,3","31,3","-1"
"25-03-2023","93","23:00","23:15","","","","-52,37","0","-52,37","-52,37","-1"
"25-03-2023","94","23:15","23:30","","","","","0","33,01","33,01","0"
"25-03-2023","95","23:30","23:45","","","125,19","","0","125,19","125,19","1"
"25-03-2023","96","23:45","00:00","","","0,51","","0","0,51","0,51","1"
"26-03-2023","1","00:00","00:15","","","151,11","","0","151,11","151,11","1"
"26-03-2023","2","00:15","00:30","","","142,26","","0","142,26","142,26","1"
"26-03-2023","3","00:30","00:45","","","127,26","","0","127,26","127,26","1"
"26-03-2023","4","00:45","01:00","","","98,09","","0","98,09","98,09","1"
"26-03-2023","5","01:00","01:15","","","149,26","63,78","0","149,26","32,85","2"
"26-03-2023","6","01:15","01:30","","","93","61,91","0","93","32,84","2"
"26-03-2023","7","01:30","01:45","","","142,26","","0","142,26","142,26","1"
"26-03-2023","8","01:45","02:00","","","137,26","","0","137,26","137,26","1"
"26-03-2023","9","03:00","03:15","","","147,26","65,38","0","147,26","147,26","1"
"26-03-2023","10","03:15","03:30","","","142,26","","0","142,26","142,26","1"
"26-03-2023","11","03:30","03:45","","","137,26","","0","137,26","137,26","1"
"26-03-2023","12","03:45","04:00","","","113,26","31,26","0","31,26","31,26","-1"
"26-03-2023","13","04:00","04:15","","","127,26","-700","0","127,26","-700","2"
"26-03-2023","14","04:15","04:30","","","107,26","","0","107,26","107,26","1"
"26-03-2023","15","04:30","04:45","","","147,15","","0","147,15","147,15","1"
"26-03-2023","16","04:45","05:00","","","132,26","","0","132,26","132,26","1"
"26-03-2023","17","05:00","05:15","","","127,26","","0","127,26","127,26","1"
"26-03-2023","18","05:15","05:30","","","","","0","32,78","32,78","0"
"26-03-2023","19","05:30","05:45","","","","64,98","0","64,98","64,98","-1"
"26-03-2023","20","05:45","06:00","","","0,51","","0","0,51","0,51","1"
"26-03-2023","21","06:00","06:15","","","","","0","32,78","32,78","0"
"26-03-2023","22","06:15","06:30","","","","","0","32,78","32,78","0"
"26-03-2023","23","06:30","06:45","","","","","0","32,78","32,78","0"
"26-03-2023","24","06:45","07:00","","","","64,45","0","64,45","64,45","-1"
"26-03-2023","25","07:00","07:15","","","","","0","34,94","34,94","0"
"26-03-2023","26","07:15","07:30","","","","69,42","0","69,42","69,42","-1"
"26-03-2023","27","07:30","07:45","","","","63,98","0","63,98","63,98","-1"
"26-03-2023","28","07:45","08:00","","","","58,19","0","58,19","58,19","-1"
"26-03-2023","29","08:00","08:15","","","","61,67","0","61,67","61,67","-1"
"26-03-2023","30","08:15","08:30","","","","29,93","0","29,93","29,93","-1"
"26-03-2023","31","08:30","08:45","","","","29,93","0","29,93","29,93","-1"
"26-03-2023","32","08:45","09:00","","","","35,93","0","35,93","35,93","-1"
"26-03-2023","33","09:00","09:15","","","","70,49","0","70,49","70,49","-1"
"26-03-2023","34","09:15","09:30","","","","","0","35,47","35,47","0"
"26-03-2023","35","09:30","09:45","","","","","0","35,51","35,51","0"
"26-03-2023","36","09:45","10:00","","","","","0","35,45","35,45","0"
"26-03-2023","37","10:00","10:15","","","1120,66","","0","1120,66","1120,66","1"
"26-03-2023","38","10:15","10:30","","","0,51","","0","0,51","0,51","1"
"26-03-2023","39","10:30","10:45","","","","","0","35,47","35,47","0"
"26-03-2023","40","10:45","11:00","","","","","0","35,46","35,46","0"
"26-03-2023","41","11:00","11:15","","","101,82","","0","101,82","101,82","1"
"26-03-2023","42","11:15","11:30","","","","","0","35,46","35,46","0"
"26-03-2023","43","11:30","11:45","","","","","0","35,56","35,56","0"
"26-03-2023","44","11:45","12:00","","","100,21","","0","100,21","100,21","1"
"26-03-2023","45","12:00","12:15","","","121,51","","0","121,51","121,51","1"
"26-03-2023","46","12:15","12:30","","","","","0","35,09","35,09","0"
"26-03-2023","47","12:30","12:45","","","","","0","35,09","35,09","0"
"26-03-2023","48","12:45","13:00","","","","","0","35,09","35,09","0"
"26-03-2023","49","13:00","13:15","","","","64,9","0","64,9","64,9","-1"
"26-03-2023","50","13:15","13:30","","","","-40","0","-40","-40","-1"
"26-03-2023","51","13:30","13:45","","","","-108,12","0","-108,12","-108,12","-1"
"26-03-2023","52","13:45","14:00","","","","-295,82","0","-295,82","-295,82","-1"
"26-03-2023","53","14:00","14:15","","","","34,7","0","34,7","34,7","-1"
"26-03-2023","54","14:15","14:30","","","","-13,39","0","-13,39","-13,39","-1"
"26-03-2023","55","14:30","14:45","","","","-9,54","0","-9,54","-9,54","-1"
"26-03-2023","56","14:45","15:00","","","","25,46","0","25,46","25,46","-1"
"26-03-2023","57","15:00","15:15","","","","-13,59","0","-13,59","-13,59","-1"
"26-03-2023","58","15:15","15:30","","","","-41,23","0","-41,23","-41,23","-1"
"26-03-2023","59","15:30","15:45","","","","-28,71","0","-28,71","-28,71","-1"
"26-03-2023","60","15:45","16:00","","","","-10,39","0","-10,39","-10,39","-1"
"26-03-2023","61","16:00","16:15","","","","7,77","0","7,77","7,77","-1"
"26-03-2023","62","16:15","16:30","","","","-13,59","0","-13,59","-13,59","-1"
"26-03-2023","63","16:30","16:45","","","","-40","0","-40","-40","-1"
"26-03-2023","64","16:45","17:00","","","","52,16","0","52,16","52,16","-1"
"26-03-2023","65","17:00","17:15","","","","-29,02","0","-29,02","-29,02","-1"
"26-03-2023","66","17:15","17:30","","","","-16,38","0","-16,38","-16,38","-1"
"26-03-2023","67","17:30","17:45","","","","69,98","0","69,98","69,98","-1"
"26-03-2023","68","17:45","18:00","","","","69,98","0","69,98","69,98","-1"
"26-03-2023","69","18:00","18:15","","","","","0","35,56","35,56","0"
"26-03-2023","70","18:15","18:30","","","177,74","","0","177,74","177,74","1"
"26-03-2023","71","18:30","18:45","","","177,74","","0","177,74","177,74","1"
"26-03-2023","72","18:45","19:00","","","127,74","","0","127,74","127,74","1"
"26-03-2023","73","19:00","19:15","","","","-13,39","0","-13,39","-13,39","-1"
"26-03-2023","74","19:15","19:30","","","","69,1","0","69,1","69,1","-1"
"26-03-2023","75","19:30","19:45","","","157,55","","0","157,55","157,55","1"
"26-03-2023","76","19:45","20:00","","","157,55","","0","157,55","157,55","1"
"26-03-2023","77","20:00","20:15","","","134,57","","0","134,57","134,57","1"
"26-03-2023","78","20:15","20:30","","","134,57","","0","134,57","134,57","1"
"26-03-2023","79","20:30","20:45","","","144,57","","0","144,57","144,57","1"
"26-03-2023","80","20:45","21:00","","","134,57","","0","134,57","134,57","1"
"26-03-2023","81","21:00","21:15","","","116,46","","0","116,46","116,46","1"
"26-03-2023","82","21:15","21:30","","","116,46","","0","116,46","116,46","1"
"26-03-2023","83","21:30","21:45","","","116,46","","0","116,46","116,46","1"
"26-03-2023","84","21:45","22:00","","","152,24","","0","152,24","152,24","1"
"26-03-2023","85","22:00","22:15","","","106,87","","0","106,87","106,87","1"
"26-03-2023","86","22:15","22:30","","","","","0","32,84","32,84","0"
"26-03-2023","87","22:30","22:45","","","116,87","","0","116,87","116,87","1"
"26-03-2023","88","22:45","23:00","","","101,87","","0","101,87","101,87","1"
"26-03-2023","89","23:00","23:15","","","152,78","","0","152,78","152,78","1"
"26-03-2023","90","23:15","23:30","","","497,91","","0","497,91","497,91","1"
"26-03-2023","91","23:30","23:45","","","150,84","","0","150,84","150,84","1"
"26-03-2023","92","23:45","00:00","","","152,78","","0","152,78","152,78","1"
"27-03-2023","1","00:00","00:15","","","117,45","","0","117,45","117,45","1"
"27-03-2023","2","00:15","00:30","","","","","0","83,81","83,81","0"
"27-03-2023","3","00:30","00:45","","","","","0","83,81","83,81","0"
"27-03-2023","4","00:45","01:00","","","","","0","83,81","83,81","0"
"27-03-2023","5","01:00","01:15","","","109,12","","0","109,12","109,12","1"
"27-03-2023","6","01:15","01:30","","","","44,23","0","44,23","44,23","-1"
"27-03-2023","7","01:30","01:45","","","116,98","52,86","0","116,98","52,86","2"
"27-03-2023","8","01:45","02:00","","","139,48","","0","139,48","139,48","1"
"27-03-2023","9","02:00","02:15","","","687,05","","0","687,05","687,05","1"
"27-03-2023","10","02:15","02:30","","","136,81","52,86","0","52,86","52,86","-1"
"27-03-2023","11","02:30","02:45","","","","52,86","0","52,86","52,86","-1"
"27-03-2023","12","02:45","03:00","","","","58,1","0","58,1","58,1","-1"
"27-03-2023","13","03:00","03:15","","","","73,13","0","73,13","73,13","-1"
"27-03-2023","14","03:15","03:30","","","","-47,85","0","-47,85","-47,85","-1"
"27-03-2023","15","03:30","03:45","","","","","0","95,78","95,78","0"
"27-03-2023","16","03:45","04:00","","","","","0","95,9","95,9","0"
"27-03-2023","17","04:00","04:15","","","","","0","96,73","96,73","0"
"27-03-2023","18","04:15","04:30","","","","97,6","0","97,6","97,6","-1"
"27-03-2023","19","04:30","04:45","","","121,98","103,01","0","121,98","121,98","1"
"27-03-2023","20","04:45","05:00","","","191,98","","0","191,98","191,98","1"
"27-03-2023","21","05:00","05:15","","","158,35","","0","158,35","158,35","1"
"27-03-2023","22","05:15","05:30","","","148,09","","0","148,09","148,09","1"
"27-03-2023","23","05:30","05:45","","","142,42","","0","142,42","142,42","1"
"27-03-2023","24","05:45","06:00","","","400","","0","400","400","1"
"27-03-2023","25","06:00","06:15","","","156,09","","0","156,09","156,09","1"
"27-03-2023","26","06:15","06:30","","","156,09","","0","156,09","156,09","1"
"27-03-2023","27","06:30","06:45","","","151,34","","0","151,34","151,34","1"
"27-03-2023","28","06:45","07:00","","","714,57","","0","714,57","714,57","1"
"27-03-2023","29","07:00","07:15","","","138,23","","0","138,23","138,23","1"
"27-03-2023","30","07:15","07:30","","","","","0","117,43","117,43","0"
"27-03-2023","31","07:30","07:45","","","742,56","","0","742,56","742,56","1"
"27-03-2023","32","07:45","08:00","","","742,56","","0","742,56","742,56","1"
"27-03-2023","33","08:00","08:15","","","748,95","","0","748,95","748,95","1"
"27-03-2023","34","08:15","08:30","","","748,95","","0","748,95","748,95","1"
"27-03-2023","35","08:30","08:45","","","","38,41","0","38,41","38,41","-1"
"27-03-2023","36","08:45","09:00","","","","-1,55","0","-1,55","-1,55","-1"
"27-03-2023","37","09:00","09:15","","","422,68","45,41","0","422,68","45,41","2"
"27-03-2023","38","09:15","09:30","","","422,68","-166,02","0","-166,02","-166,02","-1"
"27-03-2023","39","09:30","09:45","","","","-220,24","0","-220,24","-220,24","-1"
"27-03-2023","40","09:45","10:00","","","","-210,84","0","-210,84","-210,84","-1"
"27-03-2023","41","10:00","10:15","","","","-35,94","0","-35,94","-35,94","-1"
"27-03-2023","42","10:15","10:30","","","","-74,03","0","-74,03","-74,03","-1"
"27-03-2023","43","10:30","10:45","","","","-29,57","0","-29,57","-29,57","-1"
"27-03-2023","44","10:45","11:00","","","","-53,95","0","-53,95","-53,95","-1"
"27-03-2023","45","11:00","11:15","","","","66,09","0","66,09","66,09","-1"
"27-03-2023","46","11:15","11:30","","","","61,03","0","61,03","61,03","-1"
"27-03-2023","47","11:30","11:45","","","111,61","","0","111,61","111,61","1"
"27-03-2023","48","11:45","12:00","","","","","0","54,98","54,98","0"
"27-03-2023","49","12:00","12:15","","","","-154,57","0","-154,57","-154,57","-1"
"27-03-2023","50","12:15","12:30","","","","-164,63","0","-164,63","-164,63","-1"
"27-03-2023","51","12:30","12:45","","","","-204,63","0","-204,63","-204,63","-1"
"27-03-2023","52","12:45","13:00","","","84,96","-221,51","0","84,96","-221,51","2"
"27-03-2023","53","13:00","13:15","","","142,29","","0","142,29","142,29","1"
"27-03-2023","54","13:15","13:30","","","147,12","-119,58","0","147,12","-119,58","2"
"27-03-2023","55","13:30","13:45","","","142,29","-129,63","0","142,29","-129,63","2"
"27-03-2023","56","13:45","14:00","","","142,29","-193,83","0","-193,83","-193,83","-1"
"27-03-2023","57","14:00","14:15","","","","-107,44","0","-107,44","-107,44","-1"
"27-03-2023","58","14:15","14:30","","","","-81,89","0","-81,89","-81,89","-1"
"27-03-2023","59","14:30","14:45","","","120,52","-60,77","0","120,52","-60,77","2"
"27-03-2023","60","14:45","15:00","","","78,53","-85,61","0","78,53","-85,61","2"
"27-03-2023","61","15:00","15:15","","","","-86,7","0","-86,7","-86,7","-1"
"27-03-2023","62","15:15","15:30","","","","-13,59","0","-13,59","-13,59","-1"
"27-03-2023","63","15:30","15:45","","","","-58,32","0","-58,32","-58,32","-1"
"27-03-2023","64","15:45","16:00","","","","-45,93","0","-45,93","-45,93","-1"
"27-03-2023","65","16:00","16:15","","","","-204,63","0","-204,63","-204,63","-1"
"27-03-2023","66","16:15","16:30","","","","-44,84","0","-44,84","-44,84","-1"
"27-03-2023","67","16:30","16:45","","","","-31,64","0","-31,64","-31,64","-1"
"27-03-2023","68","16:45","17:00","","","","-50,7","0","-50,7","-50,7","-1"
"27-03-2023","69","17:00","17:15","","","","-61,2","0","-61,2","-61,2","-1"
"27-03-2023","70","17:15","17:30","","","","","0","71,41","71,41","0"
"27-03-2023","71","17:30","17:45","","","","","0","84,15","84,15","0"
"27-03-2023","72","17:45","18:00","","","","-24,09","0","-24,09","-24,09","-1"
"27-03-2023","73","18:00","18:15","","","139,77","-117,03","0","139,77","-117,03","2"
"27-03-2023","74","18:15","18:30","","","179,77","-50,7","0","179,77","-50,7","2"
"27-03-2023","75","18:30","18:45","","","174,2","","0","174,2","174,2","1"
"27-03-2023","76","18:45","19:00","","","464,97","","0","464,97","464,97","1"
"27-03-2023","77","19:00","19:15","","","324,09","","0","324,09","324,09","1"
"27-03-2023","78","19:15","19:30","","","465,48","","0","465,48","465,48","1"
"27-03-2023","79","19:30","19:45","","","735,48","","0","735,48","735,48","1"
"27-03-2023","80","19:45","20:00","*","","809,03","","0","809,03","809,03","1"
"27-03-2023","81","20:00","20:15","*","","867,43","102,02","0","867,43","102,02","2"
"27-03-2023","82","20:15","20:30","","","170,3","","0","170,3","170,3","1"
"27-03-2023","83","20:30","20:45","","","179,92","","0","179,92","179,92","1"
"27-03-2023","84","20:45","21:00","","","140,55","","0","140,55","140,55","1"
"27-03-2023","85","21:00","21:15","","","124,86","","0","124,86","124,86","1"
"27-03-2023","86","21:15","21:30","","","106,58","84,86","0","119,27","84,86","2"
"27-03-2023","87","21:30","21:45","","","","38,41","0","38,41","38,41","-1"
"27-03-2023","88","21:45","22:00","","","","45,41","0","45,41","45,41","-1"
"27-03-2023","89","22:00","22:15","","","229,86","94,86","0","229,86","94,86","2"
"27-03-2023","90","22:15","22:30","","","111,67","102,47","0","102,47","102,47","-1"
"27-03-2023","91","22:30","22:45","","","","79,86","0","79,86","79,86","-1"
"27-03-2023","92","22:45","23:00","","","","57,27","0","57,27","57,27","-1"
"27-03-2023","93","23:00","23:15","","","194,39","40","0","194,39","40","2"
"27-03-2023","94","23:15","23:30","","","163,39","","0","163,39","163,39","1"
"27-03-2023","95","23:30","23:45","","","125,65","","0","125,65","125,65","1"
"27-03-2023","96","23:45","00:00","","","99,39","","0","99,39","99,39","1"
"28-03-2023","1","00:00","00:15","","","193,81","","0","193,81","193,81","1"
"28-03-2023","2","00:15","00:30","","","125,45","","0","125,45","125,45","1"
"28-03-2023","3","00:30","00:45","","","100,1","","0","100,1","100,1","1"
"28-03-2023","4","00:45","01:00","","","","","0","95,27","95,27","0"
"28-03-2023","5","01:00","01:15","","","157,67","","0","157,67","157,67","1"
"28-03-2023","6","01:15","01:30","","","115,85","","0","115,85","115,85","1"
"28-03-2023","7","01:30","01:45","","","","90,1","0","90,1","90,1","-1"
"28-03-2023","8","01:45","02:00","","","","80,1","0","80,1","80,1","-1"
"28-03-2023","9","02:00","02:15","","","","77,87","0","77,87","77,87","-1"
"28-03-2023","10","02:15","02:30","","","","83,88","0","83,88","83,88","-1"
"28-03-2023","11","02:30","02:45","","","","71,1","0","71,1","71,1","-1"
"28-03-2023","12","02:45","03:00","","","","68,02","0","68,02","68,02","-1"
"28-03-2023","13","03:00","03:15","","","","83,07","0","83,07","83,07","-1"
"28-03-2023","14","03:15","03:30","","","","79,48","0","79,48","79,48","-1"
"28-03-2023","15","03:30","03:45","","","","78,71","0","78,71","78,71","-1"
"28-03-2023","16","03:45","04:00","","","","87,58","0","87,58","87,58","-1"
"28-03-2023","17","04:00","04:15","","","","83,71","0","83,71","83,71","-1"
"28-03-2023","18","04:15","04:30","","","","83,78","0","83,78","83,78","-1"
"28-03-2023","19","04:30","04:45","","","","83,71","0","83,71","83,71","-1"
"28-03-2023","20","04:45","05:00","","","","63,16","0","63,16","63,16","-1"
"28-03-2023","21","05:00","05:15","","","","70,71","0","70,71","70,71","-1"
"28-03-2023","22","05:15","05:30","","","","73,46","0","73,46","73,46","-1"
"28-03-2023","23","05:30","05:45","","","","83,06","0","83,06","83,06","-1"
"28-03-2023","24","05:45","06:00","","","","71,1","0","71,1","71,1","-1"
"28-03-2023","25","06:00","06:15","","","129,71","68,23","0","129,71","68,23","2"
